1	 -0.000124
2	 -0.000563
3	 -0.000403
4	 -0.000483
5	 -0.000084
6	 -0.000603
7	 -0.000683
8	 -0.000563
9	 -0.000164
10	 -0.000803
11	 -0.000763
12	 -0.000483
13	 -0.000723
14	 -0.000803
15	 -0.000523
16	 -0.000723
17	 -0.000124
18	 -0.000283
19	 -0.001003
20	 -0.000283
21	 -0.000763
22	 -0.001163
23	 -0.000603
24	 -0.000563
25	 -0.000883
26	 -0.000603
27	 -0.000323
28	 -0.000004
29	 -0.000643
30	 -0.001243
31	 -0.000883
32	 -0.000363
33	 -0.000443
34	 -0.000923
35	 -0.001203
36	 -0.000443
37	 -0.000563
38	 -0.000803
39	 -0.000443
40	 -0.000244
41	 -0.000363
42	 -0.000403
43	 -0.000603
44	 -0.000204
45	 -0.001043
46	 -0.000204
47	 -0.000883
48	 -0.000923
49	 -0.000283
50	 -0.001003
51	 -0.000403
52	 -0.000283
53	 -0.000763
54	 -0.000483
55	 -0.000283
56	 -0.000603
57	 -0.000683
58	 -0.000244
59	 -0.000603
60	 -0.000643
61	 -0.000563
62	 -0.000843
63	 -0.000164
64	 -0.000923
65	 -0.000164
66	 -0.000923
67	 -0.000403
68	 -0.000843
69	 -0.000283
70	 -0.000603
71	 -0.000643
72	 -0.000803
73	 -0.000244
74	 -0.000923
75	 -0.000323
76	 -0.000204
77	 -0.000803
78	 -0.000323
79	 -0.000923
80	 0.000036
81	 -0.000683
82	 -0.000723
83	 -0.000843
84	 -0.000843
85	 -0.000723
86	 -0.000244
87	 -0.000883
88	 -0.000683
89	 -0.000363
90	 -0.000323
91	 -0.000483
92	 -0.000563
93	 0.000116
94	 -0.000643
95	 -0.000403
96	 -0.000683
97	 -0.001043
98	 -0.000443
99	 -0.996244
