1	 0.061273
2	 0.007159
3	 0.000040
4	 0.004719
5	 -0.000640
6	 -0.001840
7	 0.004079
8	 -0.000000
9	 0.004319
10	 0.012038
11	 0.003080
12	 0.008919
13	 0.001440
14	 -0.003760
15	 -0.000400
16	 -0.004440
17	 0.000320
18	 -0.002520
19	 0.003480
20	 0.001480
21	 -0.000360
22	 0.004759
23	 0.001720
24	 0.003320
25	 -0.003040
26	 0.000400
27	 -0.002960
28	 0.005239
29	 -0.001160
30	 -0.006159
31	 0.002520
32	 0.004159
33	 -0.003640
34	 -0.003320
35	 -0.006799
36	 -0.002640
37	 -0.004320
38	 -0.006239
39	 0.001640
40	 -0.009159
41	 0.004159
42	 0.001000
43	 0.001520
44	 0.001880
45	 -0.001880
46	 -0.005119
47	 -0.000520
48	 -0.003200
49	 0.002720
50	 0.003919
51	 -0.000560
52	 -0.001520
53	 -0.010239
54	 0.009759
55	 0.011159
56	 0.006599
57	 -0.001520
58	 0.004039
59	 -0.000200
60	 0.000200
61	 0.001800
62	 -0.002080
63	 0.000920
64	 -0.000840
65	 -0.005599
66	 -0.003440
67	 0.000160
68	 -0.003800
69	 -0.001560
70	 0.000080
71	 -0.004120
72	 -0.003360
73	 -0.001560
74	 0.001000
75	 0.002880
76	 -0.001520
77	 0.000960
78	 0.003400
79	 -0.004680
80	 -0.002760
81	 -0.002120
82	 0.002920
83	 -0.009599
84	 -0.001760
85	 -0.008959
86	 0.006639
87	 -0.001040
88	 -0.000840
89	 -0.000120
90	 -0.008679
91	 -0.014758
92	 -0.000640
93	 -0.009159
94	 -0.006519
95	 -0.002960
96	 0.008399
97	 0.055073
98	 0.228293
99	 -0.000000
