1.000000	0.063853	
1.050000	0.060813	
1.100000	0.058049	
1.150000	0.055525	
1.200000	0.053211	
1.250000	0.051083	
1.300000	0.049118	
1.350000	0.047299	
1.400000	0.045610	
1.450000	0.044037	
1.500000	0.042569	
1.550000	0.041196	
1.600000	0.039909	
1.650000	0.038699	
1.700000	0.037561	
1.750000	0.036488	
1.800000	0.035474	
1.850000	0.034516	
1.900000	0.033607	
1.950000	0.032746	
2.000000	0.031927	
2.050000	0.031148	
2.100000	0.030407	
2.150000	0.029700	
2.200000	0.029025	
2.250000	0.028380	
2.300000	0.027763	
2.350000	0.027172	
2.400000	0.026606	
2.450000	0.026063	
2.500000	0.025542	
2.550000	0.025041	
2.600000	0.024559	
2.650000	0.024096	
2.700000	0.023650	
2.750000	0.023220	
2.800000	0.022805	
2.850000	0.022405	
2.900000	0.022019	
2.950000	0.021645	
3.000000	0.021285	
3.050000	0.020936	
3.100000	0.020598	
3.150000	0.020271	
3.200000	0.019954	
3.250000	0.019647	
3.300000	0.019350	
3.350000	0.019061	
3.400000	0.018781	
3.450000	0.018508	
3.500000	0.018244	
3.550000	0.017987	
3.600000	0.017737	
3.650000	0.017494	
3.700000	0.017258	
3.750000	0.017028	
3.800000	0.016804	
3.850000	0.016585	
3.900000	0.016373	
3.950000	0.016166	
4.000000	0.015964	
4.050000	0.015766	
4.100000	0.015574	
4.150000	0.015387	
4.200000	0.015203	
4.250000	0.015025	
4.300000	0.014850	
4.350000	0.014679	
4.400000	0.014512	
4.450000	0.014349	
4.500000	0.014190	
4.550000	0.014034	
4.600000	0.013881	
4.650000	0.013732	
4.700000	0.013586	
4.750000	0.013443	
4.800000	0.013303	
4.850000	0.013166	
4.900000	0.013031	
4.950000	0.012900	
5.000000	0.012771	
5.050000	0.012644	
5.100000	0.012520	
5.150000	0.012399	
5.200000	0.012280	
5.250000	0.012163	
5.300000	0.012048	
5.350000	0.011935	
5.400000	0.011825	
5.450000	0.011716	
5.500000	0.011610	
5.550000	0.011505	
5.600000	0.011403	
5.650000	0.011302	
5.700000	0.011202	
5.750000	0.011105	
5.800000	0.011009	
5.850000	0.010915	
5.900000	0.010823	
5.950000	0.010732	
6.000000	0.010642	
6.050000	0.010554	
