0.000000	0.150000	0.000000	0.110156
0.040000	0.148823	-0.058860	0.110169
0.080000	0.145300	-0.116796	0.110194
0.120000	0.139488	-0.172895	0.110228
0.160000	0.131478	-0.226274	0.110268
0.200000	0.121395	-0.276090	0.110308
0.240000	0.109399	-0.321558	0.110345
0.280000	0.095678	-0.361963	0.110376
0.320000	0.080448	-0.396666	0.110400
0.360000	0.063950	-0.425121	0.110417
0.400000	0.046444	-0.446879	0.110429
0.440000	0.028204	-0.461596	0.110437
0.480000	0.009519	-0.469041	0.110444
0.520000	-0.009318	-0.469095	0.110451
0.560000	-0.028008	-0.461757	0.110457
0.600000	-0.046259	-0.447143	0.110463
0.640000	-0.063781	-0.425482	0.110465
0.680000	-0.080300	-0.397115	0.110461
0.720000	-0.095555	-0.362489	0.110451
0.760000	-0.109304	-0.322148	0.110433
0.800000	-0.121332	-0.276729	0.110410
0.840000	-0.131449	-0.226947	0.110383
0.880000	-0.139495	-0.173585	0.110357
0.920000	-0.145344	-0.117485	0.110337
0.960000	-0.148903	-0.059529	0.110325
1.000000	-0.150115	-0.000633	0.110325
1.040000	-0.148963	0.058277	0.110338
1.080000	-0.145462	0.116273	0.110363
1.120000	-0.139670	0.172440	0.110398
1.160000	-0.131676	0.225893	0.110437
1.200000	-0.121607	0.275790	0.110477
1.240000	-0.109621	0.321344	0.110514
1.280000	-0.095907	0.361838	0.110546
1.320000	-0.080681	0.396632	0.110570
1.360000	-0.064182	0.425178	0.110587
1.400000	-0.046672	0.447027	0.110599
1.440000	-0.028424	0.461832	0.110607
1.480000	-0.009728	0.469362	0.110614
1.520000	0.009123	0.469495	0.110621
1.560000	0.027831	0.462231	0.110628
1.600000	0.046102	0.447682	0.110633
1.640000	0.063647	0.426078	0.110635
1.680000	0.080191	0.397759	0.110631
1.720000	0.095472	0.363171	0.110621
1.760000	0.109250	0.322857	0.110604
1.800000	0.121307	0.277454	0.110580
1.840000	0.131453	0.227676	0.110554
1.880000	0.139528	0.174307	0.110528
1.920000	0.145405	0.118188	0.110507
1.960000	0.148992	0.060203	0.110495
2.000000	0.150231	0.001267	0.110495
2.040000	0.149102	-0.057694	0.110508
2.080000	0.145624	-0.115749	0.110533
2.120000	0.139852	-0.171983	0.110567
2.160000	0.131875	-0.225511	0.110607
2.200000	0.121819	-0.275489	0.110647
2.240000	0.109844	-0.321129	0.110684
2.280000	0.096136	-0.361711	0.110716
2.320000	0.080913	-0.396597	0.110740
2.360000	0.064415	-0.425235	0.110757
2.400000	0.046900	-0.447174	0.110769
2.440000	0.028645	-0.462068	0.110778
2.480000	0.009937	-0.469682	0.110785
2.520000	-0.008928	-0.469895	0.110792
2.560000	-0.027654	-0.462704	0.110798
2.600000	-0.045945	-0.448221	0.110803
2.640000	-0.063513	-0.426675	0.110805
2.680000	-0.080082	-0.398404	0.110802
2.720000	-0.095389	-0.363853	0.110792
2.760000	-0.109195	-0.323566	0.110774
2.800000	-0.121281	-0.278179	0.110751
2.840000	-0.131456	-0.228405	0.110724
2.880000	-0.139560	-0.175030	0.110698
2.920000	-0.145466	-0.118892	0.110677
2.960000	-0.149080	-0.060878	0.110665
3.000000	-0.150346	-0.001901	0.110665
3.040000	-0.149242	0.057109	0.110678
3.080000	-0.145786	0.115223	0.110703
3.120000	-0.140033	0.171526	0.110737
3.160000	-0.132073	0.225128	0.110776
3.200000	-0.122031	0.275187	0.110817
3.240000	-0.110066	0.320913	0.110854
3.280000	-0.096366	0.361584	0.110886
3.320000	-0.081146	0.396560	0.110910
3.360000	-0.064647	0.425290	0.110928
3.400000	-0.047128	0.447320	0.110940
3.440000	-0.028865	0.462302	0.110948
3.480000	-0.010147	0.470001	0.110955
3.520000	0.008733	0.470294	0.110962
3.560000	0.027476	0.463176	0.110969
3.600000	0.045787	0.448760	0.110974
3.640000	0.063379	0.427271	0.110976
3.680000	0.079972	0.399048	0.110973
3.720000	0.095306	0.364535	0.110963
3.760000	0.109140	0.324276	0.110945
3.800000	0.121254	0.278905	0.110922
3.840000	0.131459	0.229136	0.110895
3.880000	0.139593	0.175753	0.110869
3.920000	0.145527	0.119598	0.110847
3.960000	0.149169	0.061554	0.110835
4.000000	0.150460	0.002537	0.110835
4.040000	0.149381	-0.056523	0.110848
4.080000	0.145948	-0.114697	0.110873
4.120000	0.140215	-0.171067	0.110907
4.160000	0.132271	-0.224744	0.110947
4.200000	0.122244	-0.274884	0.110987
4.240000	0.110289	-0.320695	0.111025
4.280000	0.096596	-0.361456	0.111057
4.320000	0.081379	-0.396523	0.111081
4.360000	0.064880	-0.425344	0.111099
4.400000	0.047357	-0.447465	0.111111
4.440000	0.029086	-0.462536	0.111119
4.480000	0.010357	-0.470320	0.111126
4.520000	-0.008537	-0.470693	0.111133
4.560000	-0.027298	-0.463649	0.111140
4.600000	-0.045630	-0.449298	0.111145
4.640000	-0.063244	-0.427867	0.111147
4.680000	-0.079862	-0.399692	0.111144
4.720000	-0.095223	-0.365218	0.111134
4.760000	-0.109084	-0.324986	0.111116
4.800000	-0.121228	-0.279631	0.111093
4.840000	-0.131461	-0.229867	0.111066
4.880000	-0.139624	-0.176477	0.111040
4.920000	-0.145588	-0.120304	0.111018
4.960000	-0.149257	-0.062231	0.111006
5.000000	-0.150575	-0.003174	0.111005
5.040000	-0.149520	0.055937	0.111018
5.080000	-0.146109	0.114169	0.111043
5.120000	-0.140396	0.170607	0.111077
5.160000	-0.132470	0.224359	0.111117
5.200000	-0.122456	0.274580	0.111158
5.240000	-0.110512	0.320476	0.111196
5.280000	-0.096825	0.361326	0.111227
5.320000	-0.081612	0.396485	0.111252
5.360000	-0.065113	0.425398	0.111270
5.400000	-0.047586	0.447609	0.111282
5.440000	-0.029308	0.462769	0.111290
5.480000	-0.010567	0.470638	0.111298
5.520000	0.008341	0.471091	0.111305
5.560000	0.027120	0.464120	0.111311
5.600000	0.045472	0.449836	0.111316
5.640000	0.063108	0.428463	0.111319
5.680000	0.079751	0.400337	0.111315
5.720000	0.095139	0.365900	0.111305
5.760000	0.109028	0.325696	0.111288
5.800000	0.121201	0.280357	0.111264
5.840000	0.131464	0.230598	0.111237
5.880000	0.139656	0.177202	0.111211
5.920000	0.145648	0.121010	0.111189
5.960000	0.149345	0.062908	0.111177
6.000000	0.150690	0.003812	0.111176
6.040000	0.149659	-0.055349	0.111189
6.080000	0.146271	-0.113641	0.111214
6.120000	0.140577	-0.170146	0.111248
6.160000	0.132668	-0.223973	0.111288
6.200000	0.122668	-0.274274	0.111329
6.240000	0.110735	-0.320257	0.111367
6.280000	0.097055	-0.361196	0.111399
6.320000	0.081846	-0.396445	0.111423
6.360000	0.065346	-0.425450	0.111441
6.400000	0.047815	-0.447753	0.111453
6.440000	0.029529	-0.463002	0.111462
6.480000	0.010778	-0.470955	0.111469
6.520000	-0.008145	-0.471488	0.111476
6.560000	-0.026941	-0.464592	0.111483
6.600000	-0.045313	-0.450374	0.111488
6.640000	-0.062972	-0.429059	0.111490
6.680000	-0.079641	-0.400981	0.111487
6.720000	-0.095055	-0.366583	0.111477
