0.667000	0.021304	
0.717000	0.021453	
0.767000	0.021615	
0.817000	0.021791	
0.867000	0.021981	
0.917000	0.022185	
0.967000	0.022404	
1.017000	0.022645	
1.067000	0.022893	
1.117000	0.023162	
1.167000	0.023452	
1.217000	0.023760	
1.267000	0.024092	
1.317000	0.024450	
1.367000	0.024821	
1.417000	0.025223	
1.467000	0.025648	
1.517000	0.026110	
1.567000	0.026599	
1.617000	0.027122	
1.667000	0.027680	
1.717000	0.028276	
1.767000	0.028917	
1.817000	0.029601	
1.867000	0.030334	
1.917000	0.031123	
1.967000	0.031967	
2.017000	0.032867	
2.067000	0.033837	
2.117000	0.034891	
2.167000	0.036016	
2.217000	0.037229	
2.267000	0.038533	
2.317000	0.039936	
2.367000	0.041445	
2.417000	0.043057	
2.467000	0.044792	
2.517000	0.046636	
2.567000	0.048588	
2.617000	0.050640	
2.667000	0.052762	
2.717000	0.054925	
2.767000	0.057077	
2.817000	0.059146	
2.867000	0.061044	
2.917000	0.062662	
2.967000	0.063864	
3.017000	0.064562	
3.067000	0.064666	
3.117000	0.064134	
3.167000	0.062991	
3.217000	0.061306	
3.267000	0.059167	
3.317000	0.056718	
3.367000	0.054075	
3.417000	0.051350	
3.467000	0.048624	
3.517000	0.045964	
3.567000	0.043395	
3.617000	0.040988	
3.667000	0.038714	
3.717000	0.036588	
3.767000	0.034610	
3.817000	0.032775	
3.867000	0.031074	
3.917000	0.029498	
3.967000	0.028037	
4.017000	0.026685	
4.067000	0.025431	
4.117000	0.024265	
4.167000	0.023183	
4.217000	0.022172	
4.267000	0.021232	
4.317000	0.020354	
4.367000	0.019535	
4.417000	0.018763	
4.467000	0.018043	
4.517000	0.017367	
4.567000	0.016729	
4.617000	0.016131	
4.667000	0.015566	
4.717000	0.015032	
4.767000	0.014529	
4.817000	0.014050	
4.867000	0.013599	
4.917000	0.013171	
4.967000	0.012763	
5.017000	0.012377	
5.067000	0.011994	
5.117000	0.011658	
5.167000	0.011324	
5.217000	0.011009	
5.267000	0.010701	
5.317000	0.010410	
5.367000	0.010133	
5.417000	0.009826	
5.467000	0.009611	
5.517000	0.009366	
5.567000	0.009132	
5.617000	0.008907	
5.667000	0.008690	
5.717000	0.008485	
5.767000	0.008282	
5.817000	0.008076	
5.867000	0.007908	
5.917000	0.007726	
5.967000	0.007556	
6.017000	0.007387	
6.067000	0.007228	
6.117000	0.007073	
6.167000	0.006923	
6.217000	0.006779	
6.267000	0.006639	
6.317000	0.006504	
6.367000	0.006376	
6.417000	0.006248	
6.467000	0.006124	
6.517000	0.006005	
6.567000	0.005890	
6.617000	0.005779	
6.667000	0.005670	
6.717000	0.005569	
6.767000	0.005462	
6.817000	0.005363	
