0.000000	0.150000	0.000000	0.110156
0.040000	0.150000	-0.058860	0.111888
0.080000	0.147646	-0.117720	0.113660
0.120000	0.142937	-0.175656	0.115471
0.160000	0.135911	-0.231745	0.117317
0.200000	0.126641	-0.285076	0.119195
0.240000	0.115238	-0.334770	0.121100
0.280000	0.101847	-0.379989	0.123030
0.320000	0.086647	-0.419954	0.124983
0.360000	0.069849	-0.453954	0.126959
0.400000	0.051691	-0.481363	0.128958
0.440000	0.032437	-0.501647	0.130985
0.480000	0.012371	-0.514375	0.133041
0.520000	-0.008204	-0.519229	0.135130
0.560000	-0.028973	-0.516010	0.137250
0.600000	-0.049614	-0.504640	0.139402
0.640000	-0.069799	-0.485172	0.141583
0.680000	-0.089206	-0.457783	0.143789
0.720000	-0.107518	-0.422778	0.146018
0.760000	-0.124429	-0.380588	0.148267
0.800000	-0.139652	-0.331762	0.150539
0.840000	-0.152923	-0.276963	0.152836
0.880000	-0.164001	-0.216956	0.155166
0.920000	-0.172680	-0.152602	0.157539
0.960000	-0.178784	-0.084842	0.159963
1.000000	-0.182177	-0.014688	0.162448
1.040000	-0.182765	0.056799	0.164999
1.080000	-0.180493	0.128516	0.167618
1.120000	-0.175352	0.199341	0.170303
1.160000	-0.167379	0.268149	0.173048
1.200000	-0.156653	0.333829	0.175844
1.240000	-0.143299	0.395299	0.178681
1.280000	-0.127487	0.451530	0.181553
1.320000	-0.109426	0.501556	0.184454
1.360000	-0.089364	0.544495	0.187382
1.400000	-0.067584	0.579561	0.190341
1.440000	-0.044402	0.606081	0.193336
1.480000	-0.020159	0.623505	0.196372
1.520000	0.004782	0.631415	0.199454
1.560000	0.030038	0.629538	0.202585
1.600000	0.055220	0.617751	0.205761
1.640000	0.079930	0.596083	0.208978
1.680000	0.103773	0.564719	0.212228
1.720000	0.126362	0.523998	0.215503
1.760000	0.147322	0.474414	0.218799
1.800000	0.166298	0.416605	0.222116
1.840000	0.182963	0.351349	0.225462
1.880000	0.197017	0.279555	0.228850
1.920000	0.208199	0.202246	0.232300
1.960000	0.216289	0.120548	0.235832
2.000000	0.221110	0.035677	0.239466
2.040000	0.222538	-0.051087	0.243214
2.080000	0.220494	-0.138411	0.247084
2.120000	0.214958	-0.224933	0.251070
2.160000	0.205960	-0.309282	0.255162
2.200000	0.193589	-0.390101	0.259339
2.240000	0.177985	-0.466065	0.263582
2.280000	0.159342	-0.535906	0.267873
2.320000	0.137906	-0.598432	0.272197
2.360000	0.113969	-0.652547	0.276550
