0.000000	0.150000	0.000000	0.110156
0.040000	0.148824	-0.058706	0.110162
0.080000	0.145316	-0.116492	0.110180
0.120000	0.139529	-0.172452	0.110208
0.160000	0.131556	-0.225708	0.110240
0.200000	0.121520	-0.275426	0.110273
0.240000	0.109579	-0.320827	0.110304
0.280000	0.095921	-0.361199	0.110328
0.320000	0.080759	-0.395909	0.110345
0.360000	0.064331	-0.424413	0.110355
0.400000	0.046895	-0.446264	0.110360
0.440000	0.028723	-0.461120	0.110362
0.480000	0.010102	-0.468747	0.110362
0.520000	-0.008678	-0.469027	0.110362
0.560000	-0.027322	-0.461954	0.110362
0.600000	-0.045538	-0.447640	0.110361
0.640000	-0.063040	-0.426309	0.110356
0.680000	-0.079554	-0.398296	0.110346
0.720000	-0.094820	-0.364039	0.110329
0.760000	-0.108600	-0.324076	0.110306
0.800000	-0.120678	-0.279032	0.110276
0.840000	-0.130865	-0.229615	0.110243
0.880000	-0.139000	-0.176598	0.110210
0.920000	-0.144956	-0.120813	0.110182
0.960000	-0.148639	-0.063135	0.110163
1.000000	-0.149993	-0.004466	0.110156
1.040000	-0.148996	0.054272	0.110161
1.080000	-0.145663	0.112159	0.110178
1.120000	-0.140046	0.168289	0.110205
1.160000	-0.132235	0.221780	0.110237
1.200000	-0.122350	0.271795	0.110271
1.240000	-0.110548	0.317550	0.110301
1.280000	-0.097013	0.358326	0.110326
1.320000	-0.081957	0.393486	0.110344
1.360000	-0.065616	0.422478	0.110355
1.400000	-0.048247	0.444847	0.110360
1.440000	-0.030122	0.460243	0.110362
1.480000	-0.011524	0.468425	0.110362
1.520000	0.007254	0.469264	0.110362
1.560000	0.025919	0.462746	0.110362
1.600000	0.044177	0.448976	0.110361
1.640000	0.061743	0.428167	0.110356
1.680000	0.078341	0.400646	0.110347
1.720000	0.093711	0.366846	0.110331
1.760000	0.107612	0.327295	0.110307
1.800000	0.119826	0.282613	0.110278
1.840000	0.130162	0.233501	0.110245
1.880000	0.138457	0.180729	0.110212
1.920000	0.144582	0.125124	0.110184
1.960000	0.148441	0.067558	0.110164
2.000000	0.149973	0.008933	0.110156
2.040000	0.149154	-0.049833	0.110160
2.080000	0.145996	-0.107817	0.110177
2.120000	0.140551	-0.164111	0.110203
2.160000	0.132902	-0.217833	0.110235
2.200000	0.123170	-0.268140	0.110268
2.240000	0.111507	-0.314243	0.110299
2.280000	0.098096	-0.355421	0.110324
2.320000	0.083148	-0.391028	0.110343
2.360000	0.066896	-0.420505	0.110354
2.400000	0.049595	-0.443390	0.110360
2.440000	0.031517	-0.459325	0.110362
2.480000	0.012945	-0.468060	0.110362
2.520000	-0.005830	-0.469458	0.110362
2.560000	-0.024513	-0.463497	0.110362
2.600000	-0.042812	-0.450270	0.110361
2.640000	-0.060441	-0.429986	0.110357
2.680000	-0.077121	-0.402961	0.110348
2.720000	-0.092593	-0.369619	0.110332
2.760000	-0.106613	-0.330484	0.110309
2.800000	-0.118963	-0.286168	0.110280
2.840000	-0.129447	-0.237366	0.110247
2.880000	-0.137902	-0.184844	0.110214
2.920000	-0.144196	-0.129424	0.110185
2.960000	-0.148229	-0.071975	0.110165
3.000000	-0.149939	-0.013398	0.110156
3.040000	-0.149298	0.045389	0.110159
3.080000	-0.146317	0.103465	0.110175
3.120000	-0.141042	0.159918	0.110200
3.160000	-0.133557	0.213865	0.110232
3.200000	-0.123978	0.264460	0.110266
3.240000	-0.112456	0.310909	0.110297
3.280000	-0.099170	0.352484	0.110322
3.320000	-0.084331	0.388534	0.110341
3.360000	-0.068169	0.418494	0.110353
3.400000	-0.050939	0.441893	0.110359
3.440000	-0.032910	0.458366	0.110362
3.480000	-0.014365	0.467653	0.110362
3.520000	0.004404	0.469610	0.110362
3.560000	0.023105	0.464206	0.110362
3.600000	0.041444	0.451525	0.110361
3.640000	0.059133	0.431766	0.110357
3.680000	0.075895	0.405239	0.110348
3.720000	0.091467	0.372359	0.110333
3.760000	0.105605	0.333643	0.110311
3.800000	0.118089	0.289697	0.110282
3.840000	0.128721	0.241210	0.110250
3.880000	0.137335	0.188941	0.110217
3.920000	0.143796	0.133711	0.110187
3.960000	0.148004	0.076385	0.110166
4.000000	0.149891	0.017862	0.110156
4.040000	0.149429	-0.040942	0.110158
4.080000	0.146624	-0.099103	0.110173
4.120000	0.141521	-0.155711	0.110198
4.160000	0.134200	-0.209879	0.110229
4.200000	0.124775	-0.260756	0.110263
4.240000	0.113394	-0.307546	0.110294
4.280000	0.100236	-0.349515	0.110321
4.320000	0.085506	-0.386005	0.110340
4.360000	0.069436	-0.416445	0.110352
4.400000	0.052278	-0.440356	0.110359
4.440000	0.034300	-0.457365	0.110361
4.480000	0.015784	-0.467204	0.110362
4.520000	-0.002979	-0.469720	0.110362
4.560000	-0.021695	-0.464872	0.110362
4.600000	-0.040071	-0.452738	0.110361
4.640000	-0.057819	-0.433507	0.110357
4.680000	-0.074661	-0.407480	0.110349
4.720000	-0.090332	-0.375066	0.110335
4.760000	-0.104588	-0.336773	0.110313
4.800000	-0.117204	-0.293200	0.110285
4.840000	-0.127982	-0.245032	0.110252
4.880000	-0.136755	-0.193022	0.110219
4.920000	-0.143384	-0.137987	0.110189
4.960000	-0.147765	-0.080789	0.110167
5.000000	-0.149830	-0.022324	0.110156
5.040000	-0.149546	0.036490	0.110157
5.080000	-0.146918	0.094733	0.110171
5.120000	-0.141988	0.151490	0.110196
5.160000	-0.134831	0.205873	0.110227
5.200000	-0.125561	0.257029	0.110260
5.240000	-0.114322	0.304155	0.110292
5.280000	-0.101292	0.346514	0.110319
5.320000	-0.086674	0.383441	0.110339
5.360000	-0.070697	0.414358	0.110351
5.400000	-0.053612	0.438779	0.110358
5.440000	-0.035686	0.456322	0.110361
5.480000	-0.017202	0.466713	0.110362
5.520000	0.001553	0.469787	0.110362
5.560000	0.020283	0.465497	0.110362
5.600000	0.038695	0.453910	0.110361
5.640000	0.056501	0.435208	0.110358
5.680000	0.073421	0.409684	0.110350
5.720000	0.089190	0.377739	0.110336
5.760000	0.103561	0.339871	0.110315
