11,2,2012,15
20,1,2012,16
19,1,2012,16
14,1,2012,18
18,1,2012,20
13,1,2012,20
3,1,2012,21
2,1,2012,22
21,1,2012,24
25,2,2012,25
15,1,2012,25
12,2,2012,26
30,12,2012,26
22,12,2012,27
10,2,2012,28
21,12,2012,28
29,12,2012,28
27,11,2012,28
29,1,2012,29
13,2,2012,29
24,11,2012,29
4,3,2012,30
12,1,2012,30
9,2,2012,30
5,3,2012,30
22,1,2012,30
25,12,2012,31
27,12,2012,31
31,12,2012,31
3,3,2012,32
24,2,2012,32
17,1,2012,32
6,2,2012,32
28,1,2012,32
19,2,2012,32
24,1,2012,32
8,2,2012,32
26,11,2012,32
23,12,2012,32
11,12,2012,32
25,1,2012,33
28,12,2012,33
26,12,2012,33
7,2,2012,33
14,2,2012,33
24,12,2012,33
23,11,2012,33
10,12,2012,34
12,11,2012,34
13,11,2012,34
4,1,2012,34
27,2,2012,34
18,2,2012,34
26,1,2012,35
9,3,2012,35
25,11,2012,36
3,2,2012,36
5,12,2012,36
1,1,2012,37
20,2,2012,37
2,3,2012,37
8,1,2012,37
5,2,2012,37
28,2,2012,37
23,2,2012,37
18,12,2012,37
28,11,2012,37
4,2,2012,37
12,12,2012,38
17,12,2012,38
23,1,2012,38
19,12,2012,38
27,1,2012,38
1,3,2012,39
22,2,2012,39
15,2,2012,39
26,2,2012,39
9,1,2012,39
21,2,2012,39
1,2,2012,39
11,4,2012,40
30,1,2012,40
7,1,2012,40
14,11,2012,40
17,2,2012,40
8,12,2012,40
16,1,2012,40
9,12,2012,40
6,11,2012,40
10,4,2012,40
26,3,2012,40
2,2,2012,40
31,3,2012,41
31,10,2012,41
6,12,2012,41
13,12,2012,41
5,1,2012,41
5,11,2012,42
16,2,2012,42
2,11,2012,42
15,11,2012,42
4,11,2012,42
5,4,2012,43
14,12,2012,43
27,10,2012,43
20,12,2012,43
30,10,2012,43
29,3,2012,43
3,11,2012,43
21,4,2012,44
20,4,2012,44
10,1,2012,44
26,10,2012,44
7,12,2012,44
29,11,2012,44
27,4,2012,44
6,4,2012,44
11,1,2012,44
8,3,2012,44
7,11,2012,44
6,10,2012,44
30,3,2012,45
10,10,2012,45
10,3,2012,45
22,4,2012,45
30,11,2012,45
16,12,2012,45
8,11,2012,45
1,11,2012,45
29,10,2012,45
28,4,2012,46
28,10,2012,46
7,10,2012,46
17,4,2012,46
16,11,2012,46
29,2,2012,47
17,11,2012,47
26,4,2012,47
23,4,2012,48
5,10,2012,48
19,10,2012,48
15,12,2012,48
4,4,2012,48
1,4,2012,49
6,1,2012,49
29,4,2012,49
9,11,2012,49
12,10,2012,49
12,4,2012,49
18,11,2012,50
18,10,2012,50
20,10,2012,50
15,10,2012,50
8,10,2012,50
20,11,2012,51
21,11,2012,51
2,4,2012,52
31,5,2012,52
31,1,2012,52
1,12,2012,52
24,3,2012,52
19,4,2012,52
6,3,2012,52
23,9,2012,52
30,4,2012,53
3,4,2012,53
25,3,2012,53
9,5,2012,53
22,9,2012,53
11,10,2012,53
19,11,2012,53
25,4,2012,54
24,4,2012,54
9,4,2012,54
4,12,2012,54
10,5,2012,54
1,6,2012,54
5,5,2012,54
22,11,2012,55
9,10,2012,55
8,4,2012,55
7,4,2012,55
16,5,2012,55
18,9,2012,56
11,3,2012,56
16,4,2012,56
2,12,2012,56
27,3,2012,56
6,5,2012,57
1,5,2012,57
21,9,2012,57
16,3,2012,57
13,10,2012,57
13,4,2012,57
7,5,2012,57
28,3,2012,58
13,5,2012,58
23,3,2012,58
22,5,2012,58
12,5,2012,58
13,3,2012,58
4,5,2012,59
16,10,2012,59
24,9,2012,59
17,5,2012,59
27,9,2012,59
30,9,2012,60
18,4,2012,60
12,3,2012,60
28,9,2012,60
21,5,2012,60
14,4,2012,60
11,11,2012,61
1,10,2012,61
10,11,2012,61
5,6,2012,61
30,5,2012,61
3,12,2012,62
14,10,2012,62
19,9,2012,62
29,9,2012,62
7,3,2012,62
8,5,2012,62
26,9,2012,62
2,10,2012,63
23,10,2012,63
17,10,2012,63
13,6,2012,64
22,10,2012,64
4,10,2012,64
8,9,2012,64
6,6,2012,64
9,9,2012,64
4,6,2012,64
3,10,2012,64
2,6,2012,65
13,9,2012,65
20,9,2012,65
14,9,2012,65
15,3,2012,66
14,5,2012,66
17,8,2012,66
25,10,2012,66
25,9,2012,66
26,5,2012,66
23,5,2012,66
10,9,2012,67
11,5,2012,67
25,6,2012,67
13,8,2012,67
15,9,2012,67
