0.050000	100	9.6005005357211530 instr: 479570
0.010000	500	1.8548805421623911 instr: 495571
0.005000	1000	0.9235499491057908 instr: 515710
0.001000	5000	0.1840931571412057 instr: 675731
0.000500	10000	0.0920082002390927 instr: 875700
0.000100	50000	0.0183955050553095 instr: 2475974
