0.050000	100	9.6005005357211530 instr: 489972
0.010000	500	1.8548805421623911 instr: 547975
0.005000	1000	0.9235499491057908 instr: 620612
0.001000	5000	0.1840931571412057 instr: 1200635
0.000500	10000	0.0920082002390927 instr: 1925602
0.000100	50000	0.0183955050553095 instr: 7725878
