0.050000	100	0.0001666205282618 instr: 518703
0.010000	500	0.0000002493761713 instr: 692305
0.005000	1000	0.0000000154567488 instr: 909441
0.001000	5000	0.0000000000246700 instr: 2645465
0.000500	10000	0.0000000000073896 instr: 4815433
0.000100	50000	0.0000000000115961 instr: 22175710
