0.050000	100	0.3307718310547898 instr: 498706
0.010000	500	0.0124484802820461 instr: 591507
0.005000	1000	0.0030887723750084 instr: 707643
0.001000	5000	0.0001228106090139 instr: 1635667
0.000500	10000	0.0000306796258656 instr: 2795634
0.000100	50000	0.0000012264366660 instr: 12075912
