0.050000	100	0.0001666205282618 instr: 492554
0.010000	500	0.0000002493761713 instr: 560558
0.005000	1000	0.0000000154567488 instr: 645692
0.001000	5000	0.0000000000246700 instr: 1325717
0.000500	10000	0.0000000000073896 instr: 2175685
0.000100	50000	0.0000000000115961 instr: 8975963
