0.050000	100	0.3307718310547898 instr: 483349
0.010000	500	0.0124484802820461 instr: 514151
0.005000	1000	0.0030887723750084 instr: 552787
0.001000	5000	0.0001228106090139 instr: 860811
0.000500	10000	0.0000306796258656 instr: 1245778
0.000100	50000	0.0000012264366660 instr: 4326052
